Created By Broughy1322,,"This sheet contains a variety of useful information about all vehicles in GTA 5, such as prices, numbers of seats, where they can be bought, etc. This does not focus on vehicle performance and is primarily for information.",,,,,,,,,,,,,,,,,,,
Class,Vehicle,Key Attributes,,,Performance Improvements,,,,Acquiring,,,Storing & Upgrading,,Race Availability,,,Added To GTA,,,Model IDs,Notes
Sedans,Minimus,RWD,4,Annis,✔,,✔,,SSASA,"1,417,000",4 Door Tab,Garage,LSC,✔,✔,✔,17/06,2025,Money Fronts,minimus,
Sedans,Premier,FWD,4,Declasse,✔,,,,SSASA,"10,000",Traffic Spawn,Garage,LSC,✔,,,17/09,2013,-,premier,
Sedans,Primo,RWD,4,Albany,✔,,,,SSASA,"9,000",4 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,primo,
Sedans,Primo Custom,RWD,4,Albany,✔,,,,Upgrade,"409,000",Benny's Workshop,Garage,LSC,✔,✔,✔,20/10,2015,Lowriders,primo2,Acquired by upgrading Primo in Benny's
Sedans,Regina,RWD,4,Dundreary,,,,,SSASA,"8,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,regina,
Sedans,Rhinehart,AWD,4,Ubermacht,✔,,✔,,SSASA,"1,598,000",4 Door Tab,Garage,LSC,✔,✔,✔,13/10,2022,Criminal Enterprises,rhinehart,
Sedans,Romero Hearse,RWD,2,Chariot,,,,,SSASA,"45,000",6 November 2025,Garage,LSC,✔,✔,✔,17/09,2013,-,romero,
Sedans,Schafter,RWD,4,Benefactor,✔,,,,SSASA,"65,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,schafter2,
Sedans,Schafter LWB (Armored),RWD,4,Benefactor,✔,,,,L.Motorsport,"438,000",4 Door Tab,Garage,LSC,✔,✔,✔,15/12,2015,Executives & Other Criminals,schafter6,
Sedans,Schafter V12 (Armored),RWD,4,Benefactor,✔,,,,L.Motorsport,"325,000",4 Door Tab,Garage,LSC,✔,✔,✔,15/12,2015,Executives & Other Criminals,schafter5,
Sedans,Sentinel XS4,RWD,4,Ubermacht,✔,,✔,,SSASA,"1,429,000",4 Door Tab,Garage,LSC,✔,✔,✔,10/12,2025,A Safehouse in the Hills,sentinel6,
Sedans,Stafford,RWD,4,Enus,,,,,L.Motorsport,"1,272,000",2 July 2026,Garage,LSC,✔,✔,✔,31/07,2018,After Hours,stafford,
Sedans,Stanier,RWD,4,Vapid,,,,,SSASA,"10,000",4 Door Tab,Garage,LSC,✔,,,17/09,2013,-,stanier,
Sedans,Stratum,AWD,4,Zirconium,,,,,SSASA,"10,000",Traffic Spawn,Garage,LSC,✔,,,17/09,2013,-,stratum,
Sedans,Stretch,RWD,6,Dundreary,,,,,SSASA,"30,000",Luxury Tab,Pegasus,-,,✔,✔,17/09,2013,-,stretch,
Sedans,Super Diamond,RWD,4,Enus,,,,,L.Motorsport,"250,000",25 June 2026,Garage,LSC,✔,✔,✔,17/09,2013,-,superd,
Sedans,Surge,FWD,4,Cheval,✔,,,,SSASA,"38,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,surge,
Sedans,Tailgater,RWD,4,Obey,✔,,,,SSASA,"55,000",21 September 2023,Garage,LSC,✔,✔,✔,17/09,2013,-,tailgater,
Sedans,Tailgater S,RWD,4,Obey,✔,,✔,,L.Motorsport,"1,495,000",4 Door Tab,Garage,LSC,✔,✔,✔,20/07,2021,Los Santos Tuners,tailgater2,
Sedans,Turreted Limo,RWD,5,Benefactor,,,,,Warstock,"1,650,000",Main Page,Pegasus,-,,✔,✔,15/12,2015,Executives & Other Criminals,limo2,
Sedans,Vorschlaghammer,RWD,4,Benefactor,✔,,✔,,SSASA,"1,790,000",4 Door Tab,Garage,LSC,✔,✔,✔,01/08,2024,Bottom Dollar Bounties,vorschlaghammer,
Sedans,Warrener,RWD,4,Vulcar,✔,,,,SSASA,"120,000",14 May 2026,Garage,LSC,✔,✔,✔,17/06,2014,I'm Not A Hipster,warrener,
Sedans,Warrener HKR,RWD,2,Vulcar,✔,,✔,,SSASA,"1,260,000",2 Door Tab,Garage,LSC,✔,✔,✔,20/07,2021,Los Santos Tuners,warrener2,
Sedans,Washington,RWD,4,Albany,,,,,SSASA,"15,000",Traffic Spawn,Garage,LSC,✔,,,17/09,2013,-,washington,
Service,Airport Bus,AWD,16,Brute,,,,,Warstock,"550,000",Main Page,Pegasus,-,,,,17/09,2013,-,airbus,
Service,Brickade,AWD,6,MTL,,,,,Warstock,"555,000",Main Page,Pegasus,-,,✔,✔,07/06,2016,Finance and Felony,brickade,
Service,Brickade 6x6,AWD,6,MTL,,,,,Warstock,"1,450,000",Main Page,Freakshop,Property,,,,13/12,2022,Los Santos Drug Wars,brickade2,
Service,Bus,AWD,16,Brute,,,,,Warstock,"500,000",Main Page,Pegasus,-,,✔,✔,17/09,2013,-,bus,
Service,Dashound,AWD,10,Brute,,,,,Warstock,"525,000",Main Page,Pegasus,-,,✔,✔,17/09,2013,-,coach,
Service,Dune,AWD,2,MTL,,,,,SSASA,"1,300,000",Off-Road Tab,Pegasus,-,✔,✔,✔,26/07,2016,Cunning Stunts,rallytruck,
Service,Festival Bus,RWD,11,Vapid,,,,,SSASA,"1,842,050",Luxury Tab,Pegasus,-,,✔,,24/07,2018,After Hours,pbus2,
Service,Rental Shuttle Bus,RWD,10,Brute,,,,,Warstock,"30,000",Main Page,Pegasus,-,,,,17/09,2013,-,rentalbus,
Service,Taxi,RWD,4,Vapid,,,,,Warstock,"650,000",Main Page,Pegasus,-,,✔,✔,17/09,2013,-,taxi,
Service,Taxi Custom,RWD,4,Vapid,,,,,Unlock,0,Arena Levels,Pegasus,-,,,,11/12,2018,-,taxi_custom,Unlocked at Arena Sponsorship Tier 25. Identical to regular Taxi except has performance upgrades applied.
Service,Tour Bus,RWD,10,Brute,,,,,-,-,-,-,-,,,,17/09,2013,-,tourbus,
Service,Trashmaster,RWD,4,Jobuilt,,,,,Unlock,0,Arena Levels,Pegasus,-,,✔,✔,17/09,2013,-,"trash, trash2",Unlocked at Arena Sponsorship Tier 100
Service,Vivanite (KnoWay),AWD,4,Karin,,,,,-,-,-,-,-,,,,10/12,2025,A Safehouse in the Hills,vivanite2,
Service,Wastelander,AWD,6,MTL,,,,,Warstock,"658,350",Main Page,Warehouse,-,,✔,✔,13/12,2016,Import/Export,wastelander,
Sports,10F,RWD,2,Obey,,,✔,,L.Motorsport,"1,675,000",2 Door Tab,Garage,LSC,✔,✔,✔,06/10,2022,Criminal Enterprises,tenf,"Has active spoiler, downforce, and spoiler upgrades, however none work to give any increased traction"
Sports,10F Widebody,RWD,2,Obey,,,✔,,Upgrade,"2,250,000",Benny's Workshop,Garage,LSC,✔,✔,✔,10/11,2022,Criminal Enterprises,tenf2,"Acquired by upgrading 10F in Benny's. Has active spoiler, downforce, and spoiler upgrades, however none work to give any increased traction"
Sports,300R,RWD,2,Annis,✔,,✔,,L.Motorsport,"1,245,000",2 Door Tab,Garage,LSC & Property,✔,✔,✔,13/12,2022,Los Santos Drug Wars,r300,
Sports,8F Drafter,AWD,2,Obey,✔,,,,L.Motorsport,"718,000",2 Door Tab,Garage,LSC,✔,✔,✔,23/07,2019,Diamond Casino & Resort,drafter,
Sports,9F,AWD,2,Obey,✔,,,,L.Motorsport,"120,000",2 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,ninef,
Sports,9F Cabrio,AWD,2,Obey,✔,,,,L.Motorsport,"130,000",2 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,ninef2,
Sports,Alpha,RWD,2,Albany,✔,,,,L.Motorsport,"150,000",11 June 2026,Garage,LSC,✔,✔,✔,04/03,2014,Business,alpha,
Sports,Banshee,RWD,2,Bravado,✔,,,,L.Motorsport,"105,000",2 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,banshee,
Sports,Banshee (HSW),RWD,2,Bravado,✔,,,,Upgrade,"1,863,000",LSCM Workshop,Garage,LSC & LSCM,✔,,✔,15/03,2022,Expanded & Enhanced Edition,banshee_hsw,Acquired by upgrading Banshee at Hao's Special Works
Sports,Banshee GTS,RWD,2,Bravado,✔,,✔,,L.Motorsport,"1,989,500",2 Door Tab,Garage,LSC,✔,✔,✔,10/12,2024,Agents Of Sabotage,banshee3,
Sports,Banshee GTS (HSW),RWD,2,Bravado,✔,,✔,,Upgrade,"3,889,500",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,10/12,2024,Agents Of Sabotage,banshee3_hsw,
Sports,Bestia GTS,AWD,2,Grotti,✔,,,,L.Motorsport,"610,000",2 Door Tab,Garage,LSC,✔,✔,✔,07/06,2016,Finance and Felony,bestiagts,
Sports,Blista Compact,FWD,2,Dinka,✔,,,,SSASA,"42,000",2 Door Tab,Garage,LSC,✔,,,18/11,2014,Enhanced Edition,blista2,
Sports,Buffalo,RWD,4,Bravado,✔,,,,SSASA,"35,000",Traffic Spawn,Garage,LSC,✔,,,17/09,2013,-,buffalo,
Sports,Buffalo S,RWD,4,Bravado,✔,,,,SSASA,"96,000",4 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,buffalo2,
Sports,Calico GTF,AWD,2,Karin,DF=1.5,,✔,,SSASA,"1,995,000",2 Door Tab,Garage,LSC,✔,✔,✔,20/07,2021,Los Santos Tuners,calico,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Carbonizzare,RWD,2,Grotti,✔,,,,L.Motorsport,"195,000",11 June 2026,Garage,LSC,✔,,,17/09,2013,-,carbonizzare,
Sports,Comet,RWD,2,Pfister,✔,,,,L.Motorsport,"100,000",2 Door Tab,Garage,LSC,✔,,,17/09,2013,-,comet2,
Sports,Comet Retro Custom,RWD,2,Pfister,DF=1.75,,,,Upgrade,"745,000",Benny's Workshop,Garage,LSC,✔,✔,✔,13/12,2016,Import/Export,comet3,"Acquired by upgrading Comet in Benny's. Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Comet S2,RWD,2,Pfister,,,✔,,L.Motorsport,"1,878,000",2 Door Tab,Garage,LSC,✔,✔,✔,29/07,2021,Los Santos Tuners,comet6,"Has active spoiler, downforce, and spoiler upgrades, however none work to give any increased traction"
Sports,Comet S2 Cabrio,RWD,2,Pfister,,,✔,,L.Motorsport,"1,797,000",2 Door Tab,Garage,LSC,✔,✔,✔,06/01,2022,The Contract,comet7,"Has active spoiler, downforce, and spoiler upgrades, however none work to give any increased traction"
Sports,Comet Safari,AWD,2,Pfister,✔,,,,L.Motorsport,"710,000",2 Door Tab,Garage,LSC & MOC,✔,✔,✔,12/12,2017,Doomsday Heist,comet4,
Sports,Comet SR,RWD,2,Pfister,DF=2.25,,,,L.Motorsport,"1,145,000",2 Door Tab,Garage,LSC,✔,✔,✔,27/02,2018,Doomsday Heist,comet5,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Coquette,RWD,2,Invetero,✔,,,,L.Motorsport,"138,000",25 June 2026,Garage,LSC,✔,✔,✔,17/09,2013,-,coquette,
Sports,Coquette D10,RWD,2,Invetero,DF=2.05,,,,L.Motorsport,"1,510,000",2 Door Tab,Garage,LSC,✔,✔,✔,11/08,2020,Los Santos Summer Special,coquette4,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Coquette D5,RWD,2,Invetero,✔,,✔,,L.Motorsport,"1,730,000",2 Door Tab,Garage,LSC,✔,✔,✔,04/03,2025,Agents Of Sabotage,coquette6,
Sports,Corsita,RWD,2,Lampadati,DF=2,,✔,,L.Motorsport,"1,795,000",2 Door Tab,Garage,LSC,✔,✔,✔,26/07,2022,Criminal Enterprises,corsita,
Sports,Cypher,RWD,2,Ubermacht,✔,,✔,,L.Motorsport,"1,550,000",2 Door Tab,Garage,LSC,✔,✔,✔,02/09,2021,Los Santos Tuners,cypher,
Sports,Drift Tampa,AWD,2,Declasse,,,,,SSASA,"995,000",2 Door Tab,Garage,LSC,✔,✔,✔,19/07,2016,Cunning Stunts,tampa2,
Sports,Elegy Retro Custom,AWD,2,Annis,✔,,,,Upgrade,"904,000",Benny's Workshop,Garage,LSC,✔,✔,✔,13/12,2016,Import/Export,elegy,Acquired by upgrading Elegy RH8 in Benny's
Sports,Elegy RH8,AWD,2,Annis,✔,,,,L.Motorsport,"95,000",2 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,elegy2,
Sports,Envisage,RWD,2,Bollokan,DF=1.9,,✔,,L.Motorsport,"2,472,000",2 Door Tab,Garage,LSC & Property,✔,✔,✔,25/06,2024,Bottom Dollar Bounties,envisage,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Euros,RWD,2,Annis,✔,,✔,,L.Motorsport,"1,800,000",2 Door Tab,Garage,LSC,✔,✔,✔,20/07,2021,Los Santos Tuners,euros,
Sports,Feltzer,RWD,2,Benefactor,✔,✔,,,L.Motorsport,"145,000",26 March 2026,Garage,LSC,✔,,,17/09,2013,-,feltzer2,
Sports,Flash GT,AWD,2,Vapid,DF=2,✔,,,L.Motorsport,"1,675,000",2 Door Tab,Garage,LSC,✔,✔,✔,17/04,2018,SSA Super Sport Series,flashgt,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Furore GT,RWD,2,Lampadati,,,,,L.Motorsport,"448,000",21 May 2026,Garage,LSC,✔,✔,✔,02/10,2014,Last Team Standing,furoregt,
Sports,Fusilade,RWD,2,Schyster,✔,,,,SSASA,"36,000",Traffic Spawn,Garage,LSC,✔,,,17/09,2013,-,fusilade,
Sports,Futo,RWD,2,Karin,✔,,,,SSASA,"9,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,futo,
Sports,Futo GTX,RWD,2,Karin,✔,,✔,,SSASA,"1,590,000",2 Door Tab,Garage,LSC,✔,✔,✔,20/07,2021,Los Santos Tuners,futo2,
Sports,GB200,AWD,2,Vapid,DF=1.5,✔,,,L.Motorsport,"940,000",2 Door Tab,Garage,LSC,✔,✔,✔,20/03,2018,SSA Super Sport Series,gb200,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Go Go Monkey Blista,FWD,2,Dinka,✔,,,,Unlock,0,Arena Levels,Garage,LSC,✔,,,18/11,2014,Enhanced Edition,blista3,Only available to purchase at Arena War skill level 20
Sports,Growler,RWD,2,Pfister,✔,,✔,,L.Motorsport,"1,627,000",2 Door Tab,Garage,LSC,✔,✔,✔,19/08,2021,Los Santos Tuners,growler,
Sports,Hotring Everon,RWD,2,Karin,DF=1.2,,,,SSASA,"947,000",2 Door Tab,Garage,LSC,✔,✔,✔,09/03,2023,Los Santos Drug Wars,everon2,"Has ""downforce"" handling line by default and no spoiler options"
Sports,Hotring Hellfire,RWD,2,Bravado,Active,,✔,,SSASA,"1,810,000",2 Door Tab,Garage,LSC,✔,✔,✔,14/09,2023,San Andreas Mercenaries,gauntlet6,"Has active spoiler, downforce, and spoiler upgrades, however active spoiler traction bonus takes precedence (brake flaps when raised)"
Sports,Hotring Sabre,RWD,2,Declasse,,,,,SSASA,"830,000",2 Door Tab,Garage,LSC,✔,✔,✔,20/03,2018,SSA Super Sport Series,hotring,
Sports,Imorgon,AWD,2,Overflod,DF=2.5,,,,L.Motorsport,"1,499,000",2 Door Tab,Garage,LSC,✔,✔,✔,09/01,2020,Diamond Casino Heist,imorgon,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Issi Sport,AWD,2,Weeny,DF=2,,,,SSASA,"897,000",2 Door Tab,Garage,LSC,✔,✔,✔,23/07,2019,Diamond Casino & Resort,issi7,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Itali GTO,AWD,2,Grotti,✔,✔,,,L.Motorsport,"1,965,000",2 Door Tab,Garage,LSC,✔,✔,✔,26/12,2018,Arena War,italigto,
Sports,Itali RSX,AWD,2,Grotti,,,✔,,L.Motorsport,"3,465,000",2 Door Tab,Garage,LSC,✔,✔,✔,22/12,2020,Cayo Perico Heist,italirsx,"Has active spoiler, downforce, and spoiler upgrades, however none work to give any increased traction"
Sports,Jester,AWD,2,Dinka,✔,✔,,,L.Motorsport,"240,000",2 July 2026,Garage,LSC,✔,✔,✔,04/03,2014,Business,jester,
Sports,Jester (Racecar),AWD,2,Dinka,✔,✔,,,SSASA,"350,000",15 January 2026,Garage,LSC,✔,✔,✔,18/12,2014,Festive Surprise 2014,jester2,
Sports,Jester Classic,RWD,2,Dinka,✔,✔,,,L.Motorsport,"790,000",2 Door Tab,Garage,LSC,✔,✔,✔,24/07,2018,After Hours,jester3,
Sports,Jester RR,RWD,2,Dinka,✔,,✔,,L.Motorsport,"1,970,000",2 Door Tab,Garage,LSC,✔,✔,✔,20/07,2021,Los Santos Tuners,jester4,
Sports,Jugular,AWD,4,Ocelot,DF=2,,,,L.Motorsport,"1,225,000",4 Door Tab,Garage,LSC,✔,✔,✔,10/10,2019,Diamond Casino & Resort,jugular,
Sports,Khamelion,RWD,2,Hijak,✔,,,,L.Motorsport,"100,000",2 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,khamelion,
Sports,Komoda,RWD,4,Lampadati,✔,,,,L.Motorsport,"1,700,000",4 Door Tab,Garage,LSC,✔,✔,✔,12/12,2019,Diamond Casino Heist,komoda,
Sports,Kuruma,AWD,4,Karin,✔,,,,SSASA,"126,350",4 Door Tab,Garage,LSC,✔,✔,✔,10/03,2015,Heists,kuruma,
Sports,Kuruma (Armored),AWD,4,Karin,✔,,,,SSASA,"698,250",4 Door Tab,Garage,LSC,✔,✔,✔,10/03,2015,Heists,kuruma2,
Sports,La Coureuse,RWD,2,Penaud,DF=2.5,,✔,,L.Motorsport,"1,990,000",2 Door Tab,Garage,LSC & Property,✔,✔,✔,20/07,2023,San Andreas Mercenaries,coureur,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,La Coureuse (HSW),RWD,2,Penaud,DF=2.5,,✔,,Upgrade,"2,808,000",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,20/07,2023,San Andreas Mercenaries,coureur_hsw,"Acquired by upgrading La Coureuse at Hao's Special Works. Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Locust,RWD,2,Ocelot,DF=2,,,,L.Motorsport,"978,000",2 Door Tab,Garage,LSC,✔,✔,✔,29/08,2019,Diamond Casino & Resort,locust,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,LSCM Jester RR,RWD,2,Dinka,,,,,L.Motorsport,"2,290,000",4 Door Tab,Garage,LSC,✔,✔,✔,10/12,2024,Agents Of Sabotage,jester5,Name changed from Jester RR Widebody in June 2025 with Money Fronts DLC
Sports,Lynx,RWD,2,Ocelot,✔,,,,L.Motorsport,"841,000",2 Door Tab,Garage,LSC,✔,✔,✔,19/07,2016,Cunning Stunts,lynx,
Sports,Massacro,RWD,2,Dewbauchee,✔,✔,,,L.Motorsport,"275,000",2 Door Tab,Garage,LSC,✔,✔,✔,13/05,2014,High Life,massacro,
Sports,Massacro (Racecar),RWD,2,Dewbauchee,✔,✔,,,SSASA,"385,000",2 Door Tab,Garage,LSC,✔,✔,✔,18/12,2014,Festive Surprise 2014,massacro2,
Sports,Neo,AWD,2,Vysser,✔,✔,,,L.Motorsport,"1,875,000",2 Door Tab,Garage,LSC,✔,✔,✔,01/08,2019,Diamond Casino & Resort,neo,
Sports,Neon,AWD,4,Pfister,✔,✔,,,L.Motorsport,"1,500,000",4 Door Tab,Garage,LSC,✔,✔,✔,30/01,2018,Doomsday Heist,neon,
Sports,Niobe,AWD,2,Ubermacht,DF=2.7,,✔,,L.Motorsport,"1,880,000",2 Door Tab,Garage,LSC,✔,✔,✔,25/06,2024,Bottom Dollar Bounties,niobe,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Niobe (HSW),AWD,2,Ubermacht,DF=2.7,,✔,,Upgrade,"3,680,000",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,25/06,2024,Bottom Dollar Bounties,niobe_hsw,"Acquired by upgrading Niobe at Hao's Special Works. Has ""downforce"" handling line by default but a non-stock spoiler is still needed."
Sports,Omnis,AWD,2,Obey,DF=2,✔,,,SSASA,"701,000",2 Door Tab,Garage,LSC,✔,✔,✔,12/07,2016,Cunning Stunts,omnis,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Omnis e-GT,AWD,4,Obey,,,✔,,L.Motorsport,"1,795,000",4 Door Tab,Garage,LSC & Property,✔,✔,✔,26/07,2022,Criminal Enterprises,omnisegt,"Has active spoiler, downforce, and spoiler upgrades, however none work to give any increased traction"
Sports,Panthere,RWD,2,Toundra,DF=1.2,,✔,,L.Motorsport,"1,205,000",2 Door Tab,Garage,LSC,✔,✔,✔,16/02,2023,Los Santos Drug Wars,panthere,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Paragon R,AWD,2,Enus,✔,,,,L.Motorsport,"905,000",2 Door Tab,Garage,LSC,✔,✔,✔,23/07,2019,Diamond Casino & Resort,paragon,
Sports,Paragon R (Armored),AWD,2,Enus,✔,,,,Unlock,0,Casino Missions,Garage,LSC,,✔,✔,23/07,2019,Diamond Casino & Resort,paragon2,Unlocked with completion of Casino missions
Sports,Paragon S,AWD,2,Enus,Active,,✔,,L.Motorsport,"2,010,000",2 Door Tab,Garage,LSC & Property,✔,✔,✔,25/06,2024,Bottom Dollar Bounties,paragon3,"Has active spoiler, downforce, and spoiler upgrades, however active spoiler traction bonus takes precedence"
Sports,Pariah,RWD,2,Ocelot,✔,,,,L.Motorsport,"1,420,000",2 Door Tab,Garage,LSC,✔,✔,✔,12/12,2017,Doomsday Heist,pariah,
Sports,Penumbra,RWD,2,Maibatsu,✔,,,,SSASA,"24,000",Traffic Spawn,Garage,LSC,✔,,,17/09,2013,-,penumbra,
Sports,Penumbra FF,AWD,2,Maibatsu,✔,,✔,,SSASA,"1,380,000",2 Door Tab,Garage,LSC,✔,✔,✔,11/08,2020,Los Santos Summer Special,penumbra2,
Sports,Raiden,AWD,4,Coil,✔,✔,,,L.Motorsport,"975,000",4 Door Tab,Garage,LSC,✔,✔,✔,12/12,2017,Doomsday Heist,raiden,
Sports,Rapid GT,RWD,2,Dewbauchee,✔,,,,L.Motorsport,"132,000",28 May 2026,Garage,LSC,✔,,,17/09,2013,-,rapidgt,
Sports,Rapid GT Cabrio,RWD,2,Dewbauchee,✔,,,,L.Motorsport,"140,000",21 May 2026,Garage,LSC,✔,,,17/09,2013,-,rapidgt2,
Sports,Rapid GT X,RWD,2,Dewbauchee,✔,,✔,,L.Motorsport,"2,705,500",2 Door Tab,Garage,LSC,✔,✔,✔,17/06,2025,Money Fronts,rapidgt4,
Sports,Raptor,RWD,2,BF,,,,,L.Motorsport,"648,000",2 Door Tab,Garage,LSC,✔,✔,✔,11/10,2016,Bikers,raptor,
Sports,Remus,RWD,2,Annis,DF=1.2,,✔,,SSASA,"1,370,000",2 Door Tab,Garage,LSC,✔,✔,✔,20/07,2021,Los Santos Tuners,remus,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Revolter,AWD,4,Ubermacht,,✔,,,L.Motorsport,"866,000",4 Door Tab,Garage,LSC & MOC,✔,✔,✔,23/01,2018,Doomsday Heist,revolter,
Sports,RT3000,RWD,2,Dinka,✔,,✔,,SSASA,"1,715,000",2 Door Tab,Garage,LSC,✔,✔,✔,20/07,2021,Los Santos Tuners,rt3000,
Sports,Ruston,RWD,2,Hijak,DF=1.15,,,,L.Motorsport,"430,000",4 June 2026,Garage,LSC,✔,✔,✔,21/03,2017,Cunning Stunts: SV Circuit,ruston,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,S95,RWD,2,Karin,✔,,,,SSASA,"1,995,000",2 Door Tab,Garage,LSC,✔,✔,✔,15/03,2022,Expanded & Enhanced Edition,s95,
Sports,S95 (HSW),RWD,2,Karin,✔,,,,Upgrade,"2,520,000",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,15/03,2022,Expanded & Enhanced Edition,s95_hsw,Acquired by upgrading S95 at Hao's Special Works
Sports,Schafter LWB,RWD,4,Benefactor,✔,,,,L.Motorsport,"208,000",4 Door Tab,Garage,LSC,✔,✔,✔,15/12,2015,Executives & Other Criminals,schafter4,
Sports,Schafter V12,RWD,4,Benefactor,✔,,,,L.Motorsport,"116,000",4 Door Tab,Garage,LSC,✔,✔,✔,15/12,2015,Executives & Other Criminals,schafter3,
Sports,Schlagen GT,RWD,2,Benefactor,DF=1.5,✔,,,L.Motorsport,"1,300,000",2 Door Tab,Garage,LSC,✔,✔,✔,22/01,2019,Arena War,schlagen,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Schwartzer,RWD,2,Benefactor,✔,,,,SSASA,"80,000",Traffic Spawn,Garage,LSC,✔,,,17/09,2013,-,schwarzer,
Sports,Sentinel Classic,RWD,2,Ubermacht,✔,✔,,,SSASA,"650,000",2 Door Tab,Garage,LSC,✔,✔,✔,19/12,2017,Doomsday Heist,sentinel3,
Sports,Sentinel Classic Widebody,RWD,2,Ubermacht,DF=1.5,✔,,,Upgrade,"1,350,000",Benny's Workshop,Garage,LSC,✔,✔,✔,22/11,2022,Criminal Enterprises,sentinel4,Acquired by upgrading Sentinel Classic in Benny's
Sports,Sentinel GTS,RWD,4,Ubermacht,✔,,✔,,L.Motorsport,"2,172,000",4 Door Tab,Garage,LSC,✔,✔,✔,17/06,2025,Money Fronts,sentinel5,
Sports,Seven-70,RWD,2,Dewbauchee,✔,,,,L.Motorsport,"695,000",25 June 2026,Garage,LSC,✔,✔,✔,05/07,2016,Finance and Felony,seven70,
Sports,SM722,RWD,2,Benefactor,✔,,✔,,L.Motorsport,"1,669,000",2 Door Tab,Garage,LSC,✔,✔,✔,04/08,2022,Criminal Enterprises,sm722,
Sports,Specter,RWD,2,Dewbauchee,✔,,,,Benny's,"599,000",Main Page,Garage,LSC,✔,✔,✔,17/01,2017,Import/Export,specter,
Sports,Specter Custom,RWD,2,Dewbauchee,DF=1.75,,,,Upgrade,"751,000",Benny's Workshop,Garage,LSC,✔,✔,✔,17/01,2017,Import/Export,specter2,"Acquired by upgrading Specter in Benny's. Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Sprunk Buffalo,RWD,4,Bravado,✔,,,,SSASA,"535,000",4 Door Tab,Garage,LSC,✔,✔,✔,18/11,2014,Enhanced Edition,buffalo3,
Sports,Stinger TT,RWD,2,Grotti,Active,,✔,,L.Motorsport,"2,380,000",2 Door Tab,Garage,LSC & Property,✔,✔,✔,13/06,2023,San Andreas Mercenaries,stingertt,Name changed from Itali GTO Stinger TT in June 2025 with Money Fronts DLC
Sports,Stinger TT (HSW),RWD,2,Grotti,Active,,✔,,Upgrade,"3,798,000",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,13/06,2023,San Andreas Mercenaries,stingertt_hsw,Acquired by upgrading Itali GTO Stinger TT at Hao's Special Works. Name changed from Itali GTO Stinger TT (HSW) in June 2025 with Money Fronts DLC
Sports,Streiter,AWD,4,Benefactor,,,,,SSASA,"500,000",18 June 2026,Garage,LSC,✔,✔,✔,23/12,2017,Doomsday Heist,streiter,
Sports,Sugoi,FWD,4,Dinka,DF=1.1,,,,SSASA,"1,224,000",4 Door Tab,Garage,LSC,✔,✔,✔,13/02,2020,Diamond Casino Heist,sugoi,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
Sports,Sultan,AWD,4,Karin,✔,,,,Benny's,"12,000",Main Page,Garage,LSC,✔,✔,✔,17/09,2013,-,sultan,
Sports,Sultan Classic,AWD,4,Karin,✔,,,,SSASA,"1,718,000",4 Door Tab,Garage,LSC,✔,✔,✔,16/01,2020,Diamond Casino Heist,sultan2,Middle suspension best
