Created By Broughy1322,,"This sheet contains actual vehicle attributes taken directly from the game code. The most important attributes to vehicle performance are shown in an easy to read & understand format, but for the full story please see ""Handling Data (Full)"" sheet.",,,,,,,,,,,,,,,
Class,Vehicle,Speed,,,,,Acceleration,,,,,Braking,,Traction,,,Collisions
Supers,Penetrator,0.3,100,0.360,7.95,159.5,AWD,30%,5,7,6,0.8,0.45,2.58,2.25,1,"1,470"
Supers,Pipistrello,0.224,170,0.300,11.8,166,AWD,33%,1,6,6,0.92,0.416,2.75,2.6,1.3,1600
Supers,RE-7B,0.371,100,0.445,10.327,161,RWD,0%,6,7,6,1.1,0.45,2.68,2.55,1,880
Supers,Reaper,0.365,100,0.438,10.437,159,RWD,0%,6,7,6.5,1.1,0.45,2.67,2.54,1,"1,300"
Supers,Rocket Voltic,0.18,100,0.216,8,145,RWD,0%,1,2.3,1.3,1,0.55,2.53,2.38,1,"1,200"
Supers,S80RR,0.3725,100,0.447,10.75,162.25,RWD,0%,6,7,6,1.25,0.45,2.77,2.625,1,900
Supers,SC1,0.31,100,0.372,9.25,159,RWD,0%,6,9,9,1.12,0.45,2.65,2.5,1,"1,400"
Supers,Scramjet,0.4,100,0.480,12,160,RWD,0%,6,7,6.5,0.95,0.55,2.7,2.245,1,"1,600"
Supers,Sultan RS,0.33,100,0.396,9,148,AWD,25%,5,6,6,1,0.55,2.5,2.15,1,"1,250"
Supers,Suzume,0.23,160,0.304,7.5,170,AWD,25%,1,10,10,0.945,0.53,2.52,2.41,1.25,"1,900"
Supers,T20,0.365,100,0.438,10.427,159.3,AWD,30%,6,7,6,1.1,0.45,2.68,2.55,1,"1,395"
Supers,Taipan,0.357,100,0.428,8.31,170.25,RWD,0%,6,6,6,1,0.6,2.65,2.45,1,"1,400"
Supers,Tempesta,0.36,100,0.432,10.5,157,AWD,30%,6,6,6,1,0.45,2.65,2.55,1,"1,422"
Supers,Tezeract,0.1375,100,0.165,2,169,AWD,30%,1,9,9,1.2,0.6,2.6,2.45,1,"1,800"
Supers,Thrax,0.34,100,0.408,9.2,158.5,AWD,45%,7,4.5,4.5,1.2,0.52,2.72,2.65,1,"1,960"
Supers,Tigon,0.3795,100,0.455,10,161.1,RWD,0%,7,8.2,8.2,1.12,0.45,2.781,2.675,1,"1,250"
Supers,Torero XO,0.385,210,0.547,9.88,161.25,AWD,49%,7,7.8,7.4,1.15,0.494,2.7695,2.575,1,"1,595"
Supers,Turismo Omaggio,0.374,170,0.501,10.67,153,RWD,0%,7,7.3,7.1,1.185,0.445,2.764,2.6195,1.2,"1,435"
Supers,Turismo R,0.353,100,0.424,9.3,155,RWD,0%,6,3.4,3.1,1.2,0.5,2.64,2.45,1,"1,350"
Supers,Tyrant,0.34,150,0.442,8,165,RWD,0%,6,6,6,1,0.6,2.75,2.65,1,"1,175"
Supers,Tyrus,0.371,100,0.445,10.307,161,RWD,0%,6,7,6,1.2,0.45,2.685,2.56,1,915
Supers,Vacca,0.3,100,0.360,7.6,152,RWD,0%,6,6,6,1,0.45,2.6,2.5,1,"1,200"
Supers,Vagner,0.37,100,0.444,9.25,160.9,RWD,0%,6,9,9,1.12,0.45,2.76,2.67,1,"1,000"
Supers,Vigilante,0.375,100,0.450,9.6,160.02,RWD,0%,6,9,9,1.02,0.45,2.775,2.69,1,"7,500"
Supers,Virtue,0.3418,140,0.438,11.8,160.65,AWD,25%,1,10,10,1.28,0.44,2.588,2.4135,1,"1,680"
Supers,Visione,0.355,100,0.426,9.25,160,RWD,0%,6,9,9,1.02,0.45,2.75,2.65,1,"1,400"
Supers,Voltic,0.18,100,0.216,8,145,RWD,0%,1,2.3,1.3,1,0.55,2.53,2.38,1,"1,030"
Supers,Weaponized Ignus,0.3835,80,0.445,9.85,160.25,AWD,49%,7,7.8,7.4,1,0.495,2.7675,2.6,1,"1,650"
Supers,Weaponized Ignus (HSW),0.3835,100,0.460,9.85,160.25,AWD,49%,7,7.8,7.4,1,0.495,2.7675,2.6,1,"1,650"
Supers,X-treme,0.2325,100,0.279,7.8,174,AWD,19%,1,7,7,0.9,0.475,2.535,2.4,1.25,"1,500"
Supers,X80 Proto,0.375,100,0.450,9.25,161,AWD,30%,6,9,9,1.1,0.45,2.7,2.57,1,900
Supers,XA-21,0.364,100,0.437,10.427,159.2,AWD,50%,6,7,6,1.1,0.45,2.68,2.55,1,"1,450"
Supers,Zeno,0.388,100,0.466,9.45,162.8,RWD,0%,7,7.4,7.4,1.2,0.45,2.75,2.48,1,"1,250"
Supers,Zentorno,0.354,100,0.425,10,159,AWD,30%,6,6,6,1,0.45,2.65,2.55,1,"1,500"
Supers,Zorrusso,0.3745,100,0.449,10.2,161,RWD,0%,6,7,6,1.2,0.45,2.728,2.644,1,"1,300"
SUVs,Aleutian,0.2795,100,0.335,5.75,119,AWD,50%,8,4.1,4,0.75,0.45,2.098,1.965,0.4,"2,550"
SUVs,Astron,0.324,80,0.376,7.95,148.7,AWD,44%,7,1.95,1.95,0.48,0.54,2.185,1.92,0.95,"1,970"
SUVs,Astron Custom,0.324,60,0.363,7.95,148.7,AWD,44%,7,1.95,1.95,0.395,0.55,2.185,1.92,0.95,"1,970"
SUVs,Astron Custom (HSW),0.324,80,0.376,7.95,148.7,AWD,44%,7,1.95,1.95,0.395,0.55,2.185,1.92,0.95,"1,970"
SUVs,Baller,0.27,100,0.324,8,135,AWD,60%,5,1.8,1.8,0.6,0.65,2,1.65,0.2,"2,200"
SUVs,Baller (Old),0.21,100,0.252,8,130,AWD,60%,5,1.8,1.8,0.6,0.65,1.9,1.55,0.2,"2,400"
SUVs,Baller LE,0.275,100,0.330,8,135,AWD,60%,5,1.8,1.8,0.6,0.65,2,1.65,0.2,"2,175"
SUVs,Baller LE (Armored),0.27,100,0.324,8,135,AWD,60%,5,1.8,1.8,0.58,0.65,2,1.625,0.2,"2,275"
SUVs,Baller LE LWB,0.27,100,0.324,8,135,AWD,60%,5,1.8,1.8,0.57,0.65,2,1.65,0.2,"2,450"
SUVs,Baller LE LWB (Armored),0.265,100,0.318,8,135,AWD,60%,5,1.8,1.8,0.55,0.65,2,1.625,0.2,"2,550"
SUVs,Baller ST,0.3025,70,0.345,8.4,139.75,AWD,60%,7,1.95,1.95,0.7,0.65,2.2,1.85,0.2,"2,370"
SUVs,Baller ST-D,0.295,200,0.413,7.85,140,AWD,50%,7,5,4.9,0.9225,0.4075,2.283,2.132,0.6,"2,600"
SUVs,BeeJay XL,0.19,100,0.228,8.5,130,AWD,60%,5,1.3,1.3,0.8,0.6,2.05,1.85,0.8,"2,400"
SUVs,Castigator,0.2905,170,0.389,7.65,159,AWD,50%,6,2.8,2.7,0.76,0.46,2.264,2.082,0.4,2050
SUVs,Cavalcade,0.2,100,0.240,8,127,AWD,60%,4,1.9,1.9,0.6,0.65,1.9,1.6,0.9,"2,400"
SUVs,Cavalcade (Old),0.2,100,0.240,8,127,AWD,60%,4,1.9,1.9,0.6,0.65,1.9,1.6,0.9,"2,400"
SUVs,Cavalcade XL,0.2765,100,0.332,8.5,122,AWD,50%,8,4.4,4.3,0.875,0.43,2.225,2.105,0.75,"3,170"
SUVs,Contender,0.26,100,0.312,10,135,AWD,50%,5,2.5,2.5,0.6,0.55,2.1,1.75,0.1,"2,750"
SUVs,Dorado,0.21685,100,0.260,7.15,141.7,AWD,50%,4,1.5,1.4,0.5,0.425,1.845,1.7175,0.5,"2,150"
SUVs,Dubsta,0.2,100,0.240,8.5,140,AWD,60%,5,1.3,1.3,0.8,0.6,2.15,1.85,0.8,"2,400"
SUVs,Dubsta 2,0.2,100,0.240,8.5,140,AWD,60%,5,1.3,1.3,0.8,0.6,2.15,1.85,0.8,"2,400"
SUVs,Everon RS,0.3375,150,0.439,8.25,154.5,AWD,25%,7,2,2,0.45,0.55,2.2,2,0.05,"2,100"
SUVs,FQ2,0.18,100,0.216,6,135,AWD,40%,5,1.6,1.6,0.25,0.65,2,1.75,0.85,"2,400"
SUVs,Granger,0.19,100,0.228,8.5,140,AWD,60%,5,1.3,1.3,0.8,0.6,2.15,1.85,0.8,"2,400"
SUVs,Granger 3600LX,0.2075,70,0.237,11.6,142,AWD,60%,4,1.4,1.4,0.84,0.6,2.18,1.92,0.8,"2,100"
SUVs,Gresley,0.2,100,0.240,8,135,AWD,60%,6,1.8,1.8,0.6,0.65,1.9,1.5,0.9,"2,200"
SUVs,Habanero,0.18,100,0.216,6,137,AWD,40%,5,1.6,1.6,0.25,0.65,2.1,1.8,0.95,"2,400"
SUVs,Huntley S,0.265,100,0.318,8,136,AWD,30%,6,2,2,0.55,0.65,2.1,1.7,0.9,"2,500"
SUVs,I-Wagen,0.2315,100,0.278,14.35,128,AWD,52%,1,1.95,1.95,0.775,0.65,2.365,2.298,1,"2,445"
SUVs,Issi Rally,0.3215,80,0.373,9.365,149.45,AWD,48%,7,3.05,3.05,0.548,0.5485,2.1495,1.9295,0.95,"1,580"
SUVs,Issi Rally (HSW),0.3215,100,0.386,9.365,149.45,AWD,48%,7,3.05,3.05,0.548,0.5485,2.1495,1.9295,0.95,"1,580"
SUVs,Jubilee,0.2975,100,0.357,11.2,151,AWD,35%,8,1.95,1.95,0.75,0.6,2.285,2.06,1,"2,660"
SUVs,Landstalker,0.18,100,0.216,7.5,135,AWD,40%,5,1.7,1.7,0.8,0.6,2.1,1.9,0.8,"2,400"
SUVs,Landstalker XL,0.19,110,0.232,7.75,135,AWD,40%,5,2.7,2.7,0.8,0.6,2.15,1.9,0.7,"2,500"
SUVs,Mesa,0.17,100,0.204,8,130,AWD,10%,5,1.3,1.3,0.3,0.65,2,1.7,0.1,"2,400"
SUVs,Novak,0.3,100,0.360,9,153,AWD,40%,8,5.8,5.8,0.8,0.58,2.3,2,0.8,"2,100"
SUVs,Patriot,0.2,100,0.240,8,130,AWD,40%,5,1.7,1.7,0.32,0.65,1.7,1.3,0.8,"3,500"
SUVs,Patriot Stretch,0.18,100,0.216,8,130,AWD,50%,5,1.7,1.7,0.32,0.65,1.6,1.3,0.95,"5,500"
SUVs,Radius,0.2,100,0.240,7.5,140,AWD,60%,5,1.6,1.6,0.8,0.6,2.25,2.05,0.8,"2,400"
SUVs,Rebla GTS,0.335,100,0.402,10.8,157.5,AWD,50%,8,4.8,4.8,0.85,0.56,2.195,2.025,0.375,"2,185"
SUVs,Rocoto,0.19,100,0.228,6,139,AWD,40%,5,1.8,1.8,0.25,0.65,2.1,1.9,0.95,"2,400"
SUVs,Seminole,0.18,100,0.216,7.5,130,AWD,20%,5,1.6,1.6,0.8,0.6,2.05,1.75,0.8,"2,400"
SUVs,Seminole Frontier,0.2,110,0.244,7.7,130,AWD,20%,4,1.6,1.6,0.8,0.6,2,1.69,0.7,"2,200"
SUVs,Serrano,0.2,100,0.240,7,130,AWD,60%,6,1.7,1.7,0.4,0.65,2.1,1.8,0.9,"2,400"
SUVs,Squaddie,0.2,100,0.240,8,135,AWD,40%,5,1.6,1.6,0.315,0.65,1.9,1.65,0.1,"2,750"
SUVs,Toros,0.32,100,0.384,9,155,AWD,40%,8,5.8,5.8,0.8,0.6,2.3,2,0.8,"2,200"
SUVs,Vivanite,0.1095,100,0.131,6.8,156,AWD,70%,1,4,4,0.78,0.41,2.1785,2.062,1,"2,180"
SUVs,Vivanite (HSW),0.1095,135,0.139,6.8,156,AWD,70%,1,4,4,0.78,0.41,2.1785,2.062,1,"2,180"
SUVs,Woodlander,0.26,80,0.302,10.125,160.5,AWD,30%,5,1.2,1.25,0.485,0.5325,2.2015,2.01,0.3,"1,500"
SUVs,Woodlander (HSW),0.26,100,0.312,10.125,160.5,AWD,30%,5,1.2,1.25,0.485,0.5325,2.2015,2.01,0.3,"1,500"
SUVs,XLS,0.26,100,0.312,8,132,AWD,50%,6,1.6,1.6,0.58,0.65,2,1.65,0.2,"2,600"
SUVs,XLS (Armored),0.265,100,0.318,8,132,AWD,50%,6,1.8,1.8,0.59,0.65,2.05,1.65,0.1,"3,000"
Utility,Airtug,0.06,-,-,30,40,FWD,100%,1,1.3,1.3,0.3,0.45,1.15,0.95,1,"1,400"
Utility,Caddy,0.3,-,-,20,65,RWD,0%,1,1.3,1.3,0.2,0.5,1.5,1.35,0.5,600
Utility,Caddy (Bunker),0.3,-,-,55,65,RWD,0%,1,1.3,1.3,0.2,0.5,1.45,1.3,0,600
Utility,Caddy (Civilian),0.3,-,-,20,65,RWD,0%,1,1.3,1.3,0.2,0.5,1.45,1.25,0.5,600
Utility,Docktug,0.2,-,-,24,80,RWD,0%,5,1.3,1.3,0.5,0.5,1.4,1.25,1,"10,400"
Utility,Fieldmaster,0.15,-,-,56,45,RWD,0%,5,2.3,2.3,0.3,0.65,1.7,1.5,0,"6,500"
Utility,Forklift,0.18,-,-,40,30,RWD,0%,1,1.3,1.3,0.3,0.5,1.15,1.1,0.5,"6,000"
Utility,Keitora,0.1185,800,0.308,9.8,101,RWD,0%,4,1.1,1.2,0.285,0.62,1.61,1.425,0.35,670
Utility,Lawn Mower,0.05,-,-,40,20,FWD,100%,1,1.3,1.3,0.5,0.5,1.35,1.15,0,400
Utility,Ripley,0.16,-,-,15,70,RWD,0%,3,1.3,1.3,0.2,0.5,1.35,1.15,1,"9,500"
Utility,Sadler,0.2,100,0.240,8.5,130,AWD,20%,5,1.3,1.3,0.6,0.55,2.05,1.7,0.6,"2,100"
Utility,Scrap Truck,0.13,-,-,6,105,RWD,0%,5,1.3,1.3,0.25,0.6,1.6,1.45,1,"5,000"
Utility,Slamtruck,0.225,100,0.270,10,125,RWD,0%,4,1.3,1.3,0.6,0.47,1.71,1.42,0,"6,000"
Utility,Tow Truck (Large),0.15,-,-,6,105,RWD,0%,4,1.3,1.3,0.25,0.6,1.6,1.45,1,"5,000"
Utility,Tow Truck (Salvage Yard),0.175,-,-,5.8,115,RWD,0%,4,1.3,1.3,0.25,0.6,1.6,1.48,1,"4,950"
Utility,Tow Truck (Small),0.15,100,0.180,6,100,RWD,0%,4,1.5,1.8,0.25,0.6,1.45,1.35,1,"5,000"
Utility,Tractor,0.08,-,-,26,40,RWD,0%,3,1.3,1.3,0.3,0.65,1.2,1,0,"2,400"
Utility,Utility Truck (Cargo),0.12,-,-,6,115,RWD,0%,4,1.3,1.3,0.25,0.6,1.6,1.2,1,"6,500"
Utility,Utility Truck (Cherry Picker),0.12,-,-,6,115,RWD,0%,4,1.3,1.3,0.25,0.6,1.6,1.2,1,"7,500"
Utility,Utility Truck (Pickup),0.12,-,-,6,115,RWD,0%,4,1.3,1.3,0.25,0.6,1.6,1.2,1,"3,500"
Vans,Armored Boxville,0.32,-,-,15,120,RWD,0%,5,1.3,1.3,0.35,0.6,2.175,1.875,1,"7,500"
Vans,Bison,0.2,100,0.240,8.5,130,AWD,20%,5,1.3,1.3,0.6,0.55,2.05,1.8,0.6,"2,100"
Vans,Bobcat XL,0.18,100,0.216,8.5,130,RWD,0%,5,1.3,1.3,0.8,0.6,1.95,1.75,0.8,"2,600"
Vans,Boxville,0.11,-,-,6,100,RWD,0%,4,1.3,1.3,0.25,0.6,1.55,1.35,1,"5,500"
Vans,Bugstars Burrito,0.16,100,0.192,6,130,RWD,0%,5,1.3,1.4,0.6,0.64,1.95,1.7,1,"2,500"
Vans,Burrito,0.16,-,-,6,130,RWD,0%,5,1.3,1.4,0.6,0.64,1.95,1.7,1,"2,500"
Vans,Camper,0.12,-,-,6,100,FWD,100%,4,1.3,1.3,0.25,0.6,1.5,1.45,1,"4,000"
Vans,Clown Van,0.18,-,-,6,130,RWD,0%,5,1.5,1.3,0.6,0.64,1.8,1.55,1,"2,500"
Vans,Gang Burrito,0.18,100,0.216,6,140,RWD,0%,4,1.3,1.4,0.7,0.65,2.05,1.8,1,"2,500"
Vans,Gang Burrito (Lost),0.16,-,-,6,130,RWD,0%,5,1.3,1.4,0.6,0.64,1.95,1.7,1,"2,500"
Vans,Journey,0.13,-,-,6,100,FWD,100%,4,1.3,1.3,0.25,0.6,1.4,1.3,1,"4,000"
Vans,Journey II,0.13,100,0.156,6,100,FWD,100%,4,1.3,1.3,0.25,0.6,1.4,1.3,1,"4,000"
Vans,Minivan,0.15,100,0.180,6,125,AWD,60%,4,1.3,1.3,0.4,0.65,1.9,1.55,0.9,"2,000"
Vans,Minivan Custom,0.15,100,0.180,6,125,AWD,60%,4,1.5,1.5,0.45,0.65,1.925,1.55,0.9,"2,200"
Vans,Paradise,0.17,100,0.204,6,130,RWD,0%,5,1.3,1.3,0.4,0.64,1.95,1.7,1,"2,500"
Vans,Pony,0.16,-,-,6,130,RWD,0%,5,1.3,1.3,0.6,0.64,1.95,1.7,1,"2,500"
Vans,Pony (SOTW),0.16,100,0.192,6,130,RWD,0%,5,1.3,1.3,0.6,0.64,1.95,1.7,1,"2,500"
Vans,Rumpo,0.17,100,0.204,6,130,RWD,0%,5,1.3,1.3,0.4,0.64,1.95,1.7,1,"2,500"
Vans,Rumpo Custom,0.18,100,0.216,8,130,AWD,50%,5,1.5,1.5,0.3,0.65,2,1.7,0.1,"2,250"
Vans,Speedo,0.18,100,0.216,6,130,RWD,0%,5,1.5,1.3,0.6,0.64,1.8,1.55,1,"2,500"
Vans,Speedo Custom,0.2,100,0.240,6,130,RWD,0%,5,2,1.7,0.65,0.64,1.9,1.6,1,"2,500"
Vans,Surfer,0.1,100,0.120,13,100,RWD,0%,4,1.3,1.3,0.3,0.64,1.55,1.35,0.5,"2,500"
Vans,Surfer Beater,0.1,100,0.120,13,100,RWD,0%,4,1.3,1.3,0.3,0.64,1.55,1.35,0.5,"2,500"
Vans,Surfer Custom,0.1,180,0.136,13,100,RWD,0%,4,1.3,1.3,0.3,0.64,1.55,1.35,0.5,"2,500"
Vans,Taco Van,0.11,-,-,6,100,RWD,0%,4,1.3,1.3,0.25,0.6,1.55,1.25,1,"5,500"
Vans,Youga,0.14,300,0.224,6,120,RWD,0%,5,1.3,1.3,0.3,0.64,1.8,1.55,1,"2,500"
Vans,Youga Classic,0.14,100,0.168,6,120,RWD,0%,5,1.3,1.3,0.3,0.64,1.8,1.55,1,"2,500"
Vans,Youga Classic 4x4,0.17,100,0.204,6,120,RWD,0%,5,1.5,1.5,0.3,0.64,1.95,1.8,1,"2,700"
Vans,Youga Custom,0.158,100,0.190,6,128,RWD,0%,5,1.3,1.3,0.32,0.64,1.8,1.55,1,"2,500"
